0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Petit Palace Lealtad Plaza,Se abre en una ventana nueva,"Retiro, MadridMostrar en el mapaa 1,1 km del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,2.029 comentarios,"Ubicación 9,5",Habitación Doble interior - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 762,Precio € 762,Incluye impuestos y cargos,Ver disponibilidad,,,
Catalonia Goya,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 2 km del centroCerca del metro","8,6",Fabuloso,227 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 560,Precio € 560,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Desayuno incluido,Petit Palace Arturo Soria Alcalá,Se abre en una ventana nueva,"Ciudad Lineal, MadridMostrar en el mapaa 6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,421 comentarios,Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 459,Precio € 459,Incluye impuestos y cargos,Ver disponibilidad,,
Room Mate Alicia,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro",Programa de Viajes sostenibles,"8,7",Fabuloso,1.230 comentarios,"Ubicación 9,7",Habitación Doble Básica,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 550,Precio € 550,Incluye impuestos y cargos,Ver disponibilidad,,,
Desayuno incluido,Casual del Teatro Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 300 m del centroCerca del metro","8,2",Muy bien,2.367 comentarios,"Ubicación 9,7",Habitación Doble,1 cama doble,Desayuno incluido,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 412,Precio € 412,Incluye impuestos y cargos,Ver disponibilidad,,,
NYX Hotel Madrid by Leonardo Hotels,Se abre en una ventana nueva,"Tetuán, MadridMostrar en el mapaa 3,8 km del centroCerca del metro",Programa de Viajes sostenibles,"8,2",Muy bien,5.471 comentarios,Habitación Doble Económica,1 cama doble,Solo quedan 5 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 410,Precio € 410,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Room Mate Mario,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,5",Muy bien,2.346 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 510,Precio € 510,Incluye impuestos y cargos,Ver disponibilidad,,,
AC Hotel Aravaca by Marriott,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 8,7 km del centro",Programa de Viajes sostenibles,"8,2",Muy bien,924 comentarios,Habitación Estándar - 1 cama grande,1 cama doble grande,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 5 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 363,Precio € 363,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Puerta America,Se abre en una ventana nueva,"Chamartín, MadridMostrar en el mapaa 3,9 km del centroCerca del metro",Programa de Viajes sostenibles,"8,4",Muy bien,5.359 comentarios,Habitación Deluxe,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 560,Precio € 560,Incluye impuestos y cargos,Ver disponibilidad,,,,,
One Shot Fortuny 07,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Programa de Viajes sostenibles,"8,3",Muy bien,1.277 comentarios,"Ubicación 9,4",Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 514,Precio € 514,Incluye impuestos y cargos,Ver disponibilidad,,,
Agumar,Se abre en una ventana nueva,"Retiro, MadridMostrar en el mapaa 2 km del centroCerca del metro",Programa de Viajes sostenibles,"8,1",Muy bien,8.560 comentarios,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 440,Precio € 440,Incluye impuestos y cargos,Ver disponibilidad,,,,
"Hotel Madrid Centro, Affiliated by Meliá",Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,9 km del centroCerca del metro",Programa de Viajes sostenibles,"7,9",Bien,2.112 comentarios,"Ubicación 9,6",Habitación Estándar con vistas,Camas: 1 doble o 2 individuales,Solo quedan 6 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 543,Precio € 543,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
NH Collection Madrid Suecia,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,7",Fabuloso,1.644 comentarios,"Ubicación 9,5",Habitación Doble Superior - 1 o 2 camas,Camas: 1 doble o 2 individuales,"2 noches, 2 adultos",€ 559,Precio € 559,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Desayuno incluido,ICON Embassy,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 1,8 km del centroCerca del metro",Programa de Viajes sostenibles,"8,7",Fabuloso,1.571 comentarios,"Ubicación 9,8",Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,Solo quedan 6 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 922€ 784,Precio original € 922. Precio actual € 784.,Incluye impuestos y cargos,Ver disponibilidad,,,,
Exe Madrid Norte,Se abre en una ventana nueva,"Hortaleza, MadridMostrar en el mapaa 8,9 km del centro",Programa de Viajes sostenibles,"8,4",Muy bien,2.584 comentarios,Habitación Doble (1 adulto),1 cama doble grande,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 354,Precio € 354,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Petit Palace Savoy Alfonso XII,Se abre en una ventana nueva,"Retiro, MadridMostrar en el mapaa 1,2 km del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,1.740 comentarios,"Ubicación 9,6",Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 658,Precio € 658,Incluye impuestos y cargos,Ver disponibilidad,,,
"Atocha Hotel Madrid, Tapestry Collection by Hilton",Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 1 km del centroCerca del metro",Programa de Viajes sostenibles,"9,2",Fantástico,336 comentarios,"Ubicación 9,4",Habitación con cama extragrande,1 cama doble extragrande,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 618,Precio € 618,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Hotel Freedom,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro","8,5",Muy bien,682 comentarios,"Ubicación 9,5",Habitación Doble - 2 camas,"3 camas (2 individuales, 1 sofá cama)",Solo quedan 2 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 393,Precio € 393,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Wellington Hotel & Spa Madrid,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Programa de Viajes sostenibles,"8,9",Fabuloso,1.280 comentarios,"Ubicación 9,7",Habitación Executive - 2 camas,2 camas individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 808,Precio € 808,Incluye impuestos y cargos,Ver disponibilidad,,,
Letoh Letoh Gran Vía,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,9 km del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,4.018 comentarios,"Ubicación 9,6",Oferta Escapada,Habitación Doble Estándar,1 cama doble grande,Solo quedan 2 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 718€ 503,Precio original € 718. Precio actual € 503.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
NH Collection Madrid Gran Vía,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Programa de Viajes sostenibles,"8,9",Fabuloso,1.411 comentarios,"Ubicación 9,7",Habitación Doble Superior con vistas a la Gran Vía - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 699,Precio € 699,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Vincci Soma,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 2,3 km del centroCerca del metro",Programa de Viajes sostenibles,"8,3",Muy bien,5.478 comentarios,"Ubicación 9,3",Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 594,Precio € 594,Incluye impuestos y cargos,Ver disponibilidad,,,,
Ilunion Alcalá Norte,Se abre en una ventana nueva,"San Blas, MadridMostrar en el mapaa 7,3 km del centro",Programa de Viajes sostenibles,"8,6",Fabuloso,11.145 comentarios,Oferta Escapada,Habitación Doble - 1 o 2 camas,Varios tipos de camas,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 523€ 418,Precio original € 523. Precio actual € 418.,Incluye impuestos y cargos,Ver disponibilidad,,,,
Zenit Conde de Orgaz,Se abre en una ventana nueva,"Hortaleza, MadridMostrar en el mapaa 6,5 km del centroCerca del metro",Programa de Viajes sostenibles,"8,5",Muy bien,2.141 comentarios,Habitación Doble - 2 camas,2 camas individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 7 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 326,Precio € 326,Incluye impuestos y cargos,Ver disponibilidad,,,,
Petit Palace Plaza España,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,2",Muy bien,2.394 comentarios,"Ubicación 9,6",Oferta Escapada,Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 608€ 517,Precio original € 608. Precio actual € 517.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
ME Madrid Reina Victoria by Meliá,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 300 m del centroCerca del metro",Programa de Viajes sostenibles,"8,4",Muy bien,1.198 comentarios,"Ubicación 9,6",ALWAYS ME con vistas al patio,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 625,Precio € 625,Incluye impuestos y cargos,Ver disponibilidad,,,,
Melia Madrid Princesa,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 1,5 km del centroCerca del metro",Programa de Viajes sostenibles,"8,3",Muy bien,1.269 comentarios,Habitación Doble - 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 2 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 575,Precio € 575,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
AC Hotel Los Vascos by Marriott,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 3,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,4",Muy bien,808 comentarios,Habitación Estándar con 1 cama grande,1 cama doble grande,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 5 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 440,Precio € 440,Incluye impuestos y cargos,Ver disponibilidad,,,,
Vincci Vía - 66,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro",Programa de Viajes sostenibles,"8,5",Muy bien,5.804 comentarios,"Ubicación 9,6",Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 550,Precio € 550,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Acta Madfor,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 1,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,3",Muy bien,2.662 comentarios,Oferta Escapada,Habitación Doble Confort,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 685€ 411,Precio original € 685. Precio actual € 411.,Incluye impuestos y cargos,Ver disponibilidad,,,,
"TÓTEM Madrid, a Small Luxury Hotel of the World",Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 1,9 km del centroCerca del metro",Programa de Viajes sostenibles,"9,0",Fantástico,629 comentarios,"Ubicación 9,9",Habitación Doble Deluxe,Varios tipos de camas,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 900,Precio € 900,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Posada del León de Oro Boutique Hotel,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Programa de Viajes sostenibles,"9,0",Fantástico,1.320 comentarios,"Ubicación 9,7",Habitación Doble,1 cama doble,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 508,Precio € 508,Incluye impuestos y cargos,Ver disponibilidad,,,,
Catalonia Plaza Mayor,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 450 m del centroCerca del metro",Programa de Viajes sostenibles,"8,9",Fabuloso,2.768 comentarios,"Ubicación 9,5",Habitación Doble adaptada para personas con discapacidad - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 600,Precio € 600,Incluye impuestos y cargos,Ver disponibilidad,,,,
Desayuno incluido,NH Collection Madrid Palacio de Tepa,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro",Programa de Viajes sostenibles,"8,7",Fabuloso,1.047 comentarios,"Ubicación 9,6",Habitación Doble Deluxe - 1 o 2 camas,Varios tipos de camas,Desayuno incluido,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 719,Precio € 719,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Mirador de Chamartín,Se abre en una ventana nueva,"Ciudad Lineal, MadridMostrar en el mapaa 7,8 km del centroCerca del metro","8,4",Muy bien,2.647 comentarios,Habitación Doble Deluxe,Camas: 1 doble o 2 individuales,"2 noches, 2 adultos",€ 337,Precio € 337,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,,
Petit Palace Chueca,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 450 m del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,3.096 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 6 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 558,Precio € 558,Incluye impuestos y cargos,Ver disponibilidad,,,
AC Hotel Cuzco by Marriott,Se abre en una ventana nueva,"Tetuán, MadridMostrar en el mapaa 4,8 km del centroCerca del metro",Programa de Viajes sostenibles,"8,8",Fabuloso,1.247 comentarios,Habitación Estándar con cama extragrande y vistas a la ciudad,1 cama doble extragrande,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 5 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 440,Precio € 440,Incluye impuestos y cargos,Ver disponibilidad,,,,
One Shot Luchana 22,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,5 km del centroCerca del metro",Programa de Viajes sostenibles,"8,0",Muy bien,1.077 comentarios,Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 2 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 465,Precio € 465,Incluye impuestos y cargos,Ver disponibilidad,,,,
Vincci Capitol,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 500 m del centroCerca del metro",Programa de Viajes sostenibles,"8,7",Fabuloso,7.056 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,2 camas individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 572,Precio € 572,Incluye impuestos y cargos,Ver disponibilidad,,,,
Elba Madrid Alcalá,Se abre en una ventana nueva,"San Blas, MadridMostrar en el mapaa 6,6 km del centroCerca del metro","8,7",Fabuloso,5.212 comentarios,Habitación Doble Superior,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 421,Precio € 421,Incluye impuestos y cargos,Ver disponibilidad,,,,,
NH Madrid Lagasca,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 2 km del centroCerca del metro",Programa de Viajes sostenibles,"8,1",Muy bien,1.238 comentarios,"Ubicación 9,6",Habitación Doble Estándar con vistas - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 5 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 629,Precio € 629,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Desayuno incluido,Petit Palace Alcalá,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Programa de Viajes sostenibles,"8,3",Muy bien,1.956 comentarios,"Ubicación 9,7",Habitación Doble Pequeña (1-2 adultos),1 cama doble,Desayuno incluido,"2 noches, 2 adultos",€ 590€ 531,Precio original € 590. Precio actual € 531.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Líbere Madrid Palacio Real,Se abre en una ventana nueva,Promocionado,Este establecimiento paga un poco más para promocionarse en nuestra página. Cumple con tus criterios de búsqueda y es una muy buena opción.,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro","8,1",Muy bien,741 comentarios,"Ubicación 9,4",Oferta Escapada,Estudio Deluxe,Estudio entero • 1 baño • 1 cocina • 38m²,"2 camas (1 doble, 1 sofá cama)","2 noches, 2 adultos",€ 704€ 598,Precio original € 704. Precio actual € 598.,Incluye impuestos y cargos,Ver disponibilidad,,,,
limehome Madrid Calle de la Madera - Digital Access,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro","8,4",Muy bien,2.996 comentarios,"Ubicación 9,3",Estudio,Estudio entero • 1 baño • 25m²,1 cama doble,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 a este precio en nuestra web,"2 noches, 2 adultos",€ 521,Precio € 521,Incluye impuestos y cargos,Ver disponibilidad,,,,
Desayuno incluido,NH Collection Madrid Eurobuilding,Se abre en una ventana nueva,"Chamartín, MadridMostrar en el mapaa 4,9 km del centroCerca del metro",Programa de Viajes sostenibles,"8,9",Fabuloso,1.729 comentarios,Habitación Doble Superior - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,"2 noches, 2 adultos",€ 486,Precio € 486,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Desayuno incluido,NH Collection Madrid Paseo del Prado,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro",Programa de Viajes sostenibles,"8,5",Muy bien,1.712 comentarios,"Ubicación 9,6",Habitación Doble Superior - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,Solo quedan 2 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 686,Precio € 686,Incluye impuestos y cargos,Ver disponibilidad,,,,
Casón del Tormes,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,9 km del centroCerca del metro",Programa de Viajes sostenibles,"8,6",Fabuloso,3.081 comentarios,"Ubicación 9,6",Doble Estándar,1 cama doble,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 474,Precio € 474,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Hotel Life Gran Via,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro",Programa de Viajes sostenibles,"7,1",Bien,1.393 comentarios,Habitación Doble - 1 o 2 camas,2 camas individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 502,Precio € 502,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Studios Cielo Madrid,Se abre en una ventana nueva,"Carabanchel, MadridMostrar en el mapaa 3,9 km del centroCerca del metro","8,9",Fabuloso,917 comentarios,Estudio Estándar,Estudio entero • 1 baño • 1 cocina • 25m²,"2 camas (1 doble, 1 sofá cama)","2 noches, 2 adultos",€ 369,Precio € 369,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Room Mate Macarena – Gran Vía,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,5 km del centroCerca del metro",Programa de Viajes sostenibles,"8,9",Fabuloso,4.292 comentarios,"Ubicación 9,8",Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 688,Precio € 688,Incluye impuestos y cargos,Ver disponibilidad,,,
Hotel Atlántico,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Programa de Viajes sostenibles,"9,2",Fantástico,2.342 comentarios,"Ubicación 9,8",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,"2 noches, 2 adultos",€ 553,Precio € 553,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Petit Palace Cliper-Gran Vía,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro",Programa de Viajes sostenibles,"8,4",Muy bien,2.792 comentarios,"Ubicación 9,7",Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"2 noches, 2 adultos",€ 547,Precio € 547,Incluye impuestos y cargos,Ver disponibilidad,,,
DoubleTree by Hilton Madrid-Prado,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Programa de Viajes sostenibles,"8,8",Fabuloso,245 comentarios,"Ubicación 9,5",Habitación con cama extragrande.,1 cama doble extragrande,"2 noches, 2 adultos",€ 657,Precio € 657,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
ARTIEM Madrid,Se abre en una ventana nueva,"Ciudad Lineal, MadridMostrar en el mapaa 5,5 km del centro",Programa de Viajes sostenibles,"9,3",Fantástico,1.597 comentarios,Habitación Doble Deluxe,1 cama doble grande,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 398,Precio € 398,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Regente Hotel,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro","8,3",Muy bien,4.142 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"2 noches, 2 adultos",€ 506,Precio € 506,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Exe Zarzuela Park,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 7,9 km del centro",Programa de Viajes sostenibles,"8,2",Muy bien,2.461 comentarios,Oferta Escapada,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado - Pagarás en el alojamiento,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"2 noches, 2 adultos",€ 513€ 308,Precio original € 513. Precio actual € 308.,Incluye impuestos y cargos,Ver disponibilidad,,,,
